date,asin,product_name,mrp,selling_price,discount_percent,customer_rating,total_reviews,page_views,ad_spend_inr,is_sale_season,is_weekend,inventory_level,units_sold,is_stockout,actual_demand,year,month,day,day_of_week,week_of_year,day_of_year,quarter,day_of_week_sin,day_of_week_cos,month_sin,month_cos,day_of_year_sin,day_of_year_cos,discount_amount,price_discount_ratio,ad_spend_per_view,inventory_demand_ratio,inventory_gap,demand_lag_1,demand_lag_7,demand_lag_14,demand_lag_30,demand_rolling_7,demand_rolling_14,demand_rolling_30,demand_rolling_std_7,units_sold_lag_1,units_sold_lag_7,selling_price_lag_1,selling_price_change,inventory_lag_1,inventory_change,product_demand_rank
2023-04-23,B08N5WRWNW,Noise ColorFit Smartwatch,4999.0,3999.2,20,4.3,8787,6887,586,0,1,123,118,0,118,2023,4,23,6,16,113,2,-0.7818314824680299,0.6234898018587334,0.8660254037844387,-0.4999999999999998,0.9307239310379795,-0.36572252349726897,999.8000000000002,0.20000000000000004,0.08508784666763468,1.0423728813559323,5,160.0,93.0,174.0,0.0,135.71428571428572,139.57142857142858,0.0,27.88496778860302,160.0,93.0,3499.3,499.89999999999964,210.0,-87.0,1.0
2023-05-02,B08N5WRWNW,Noise ColorFit Smartwatch,4999.0,3499.3,30,4.3,6985,8605,841,0,0,92,92,1,125,2023,5,2,1,18,122,2,0.7818314824680298,0.6234898018587336,0.49999999999999994,-0.8660254037844387,0.8631421280499114,-0.5049610547215204,1499.6999999999998,0.3,0.09773387565368971,0.736,-33,118.0,120.0,103.0,0.0,139.28571428571428,135.57142857142858,0.0,22.60320247010945,118.0,115.0,3999.2,-499.89999999999964,123.0,-31.0,1.0
2023-05-04,B08N5WRWNW,Noise ColorFit Smartwatch,4999.0,3499.3,30,4.0,11310,10279,1886,0,0,109,109,1,148,2023,5,4,3,18,124,2,0.43388373911755823,-0.900968867902419,0.49999999999999994,-0.8660254037844387,0.8452490573530633,-0.5343725582809786,1499.6999999999998,0.3,0.1834808833544119,0.7364864864864865,-39,125.0,169.0,141.0,0.0,140.0,137.14285714285714,0.0,21.96208854670551,92.0,169.0,3499.3,0.0,92.0,17.0,1.0
2023-05-06,B08N5WRWNW,Noise ColorFit Smartwatch,4999.0,3999.2,20,4.5,11587,13142,1835,0,1,319,162,0,162,2023,5,6,5,18,126,2,-0.9749279121818236,-0.2225209339563146,0.49999999999999994,-0.8660254037844387,0.8263541987239096,-0.5631507242749186,999.8000000000002,0.20000000000000004,0.13962867143509358,1.9691358024691359,157,148.0,160.0,117.0,0.0,137.0,137.64285714285714,0.0,18.502252115170545,109.0,146.0,3499.3,499.89999999999964,109.0,210.0,1.0
2023-05-09,B08N5WRWNW,Noise ColorFit Smartwatch,4999.0,2999.4,40,4.3,8933,6790,601,0,0,119,119,1,142,2023,5,9,1,19,129,2,0.7818314824680298,0.6234898018587336,0.49999999999999994,-0.8660254037844387,0.7961828637826158,-0.6050560696488488,1999.6,0.39999999999999997,0.08851251840942563,0.8380281690140845,-23,162.0,128.0,165.0,0.0,137.28571428571428,140.85714285714286,0.0,18.92717874481284,162.0,127.0,3999.2,-999.7999999999997,319.0,-200.0,1.0
2023-05-17,B08N5WRWNW,Noise ColorFit Smartwatch,4999.0,2499.5,50,3.8,15404,11203,1664,0,0,332,176,0,176,2023,5,17,2,20,137,2,0.9749279121818236,-0.22252093395631434,0.49999999999999994,-0.8660254037844387,0.705583610107178,-0.7086266782644596,2499.5,0.5,0.14853164330982774,1.8863636363636365,156,142.0,120.0,129.0,0.0,139.28571428571428,139.21428571428572,0.0,18.517687812055854,119.0,120.0,2999.4,-499.9000000000001,119.0,213.0,1.0
2023-05-23,B08N5WRWNW,Noise ColorFit Smartwatch,4999.0,3999.2,20,3.8,11828,7555,553,0,0,124,124,1,128,2023,5,23,1,21,143,2,0.7818314824680298,0.6234898018587336,0.49999999999999994,-0.8660254037844387,0.6287628145958344,-0.7775971469736269,999.8000000000002,0.20000000000000004,0.07319655857048313,0.96875,-4,176.0,160.0,175.0,0.0,147.28571428571428,142.57142857142858,0.0,20.75824563648776,176.0,160.0,2499.5,1499.6999999999998,332.0,-208.0,1.0
2023-05-28,B08N5WRWNW,Noise ColorFit Smartwatch,4999.0,3499.3,30,4.4,6753,13314,1785,0,1,248,162,0,162,2023,5,28,6,21,148,2,-0.7818314824680299,0.6234898018587334,0.49999999999999994,-0.8660254037844387,0.5595892624101765,-0.8287700871745038,1499.6999999999998,0.3,0.13406940063091483,1.5308641975308641,86,128.0,118.0,93.0,0.0,142.71428571428572,139.21428571428572,0.0,21.013601037695306,124.0,118.0,3999.2,-499.89999999999964,124.0,124.0,1.0
2023-06-06,B08N5WRWNW,Noise ColorFit Smartwatch,4999.0,3999.2,20,4.1,14175,9722,1622,0,0,141,135,0,135,2023,6,6,1,23,157,2,0.7818314824680298,0.6234898018587336,1.2246467991473532e-16,-1.0,0.42500033996955416,-0.9051931898913974,999.8000000000002,0.20000000000000004,0.16683809915655215,1.0444444444444445,6,162.0,125.0,120.0,114.0,149.0,144.14285714285714,140.26666666666668,18.859126879754214,162.0,92.0,3499.3,499.89999999999964,248.0,-107.0,1.0
2023-06-09,B08N5WRWNW,Noise ColorFit Smartwatch,4999.0,2999.4,40,4.0,7457,8693,1686,0,0,100,100,1,154,2023,6,9,4,23,160,2,-0.433883739117558,-0.9009688679024191,1.2246467991473532e-16,-1.0,0.3777079652039649,-0.9259247771938498,1999.6,0.39999999999999997,0.1939491544921201,0.6493506493506493,-54,135.0,148.0,169.0,109.0,150.42857142857142,145.21428571428572,140.96666666666667,17.027988165146883,135.0,109.0,3999.2,-999.7999999999997,141.0,-41.0,1.0
2023-06-13,B08N5WRWNW,Noise ColorFit Smartwatch,4999.0,2999.4,40,4.0,9277,6195,1220,0,0,122,119,0,119,2023,6,13,1,24,164,2,0.7818314824680298,0.6234898018587336,1.2246467991473532e-16,-1.0,0.3131070409358269,-0.9497178427914316,1999.6,0.39999999999999997,0.19693301049233253,1.0252100840336134,3,154.0,162.0,160.0,124.0,151.28571428571428,144.14285714285714,142.46666666666667,17.036375648537945,100.0,162.0,2999.4,0.0,100.0,22.0,1.0
2023-06-14,B08N5WRWNW,Noise ColorFit Smartwatch,4999.0,3499.3,30,4.2,15251,6951,510,0,0,104,104,1,129,2023,6,14,2,24,165,2,0.9749279121818236,-0.22252093395631434,1.2246467991473532e-16,-1.0,0.29671281927349075,-0.9549667548552551,1499.6999999999998,0.3,0.073370738023306,0.8062015503875969,-25,119.0,142.0,128.0,140.0,145.14285714285714,141.21428571428572,142.3,20.020227866073984,119.0,119.0,2999.4,499.9000000000001,122.0,-18.0,1.0
2023-06-16,B08N5WRWNW,Noise ColorFit Smartwatch,4999.0,2999.4,40,4.5,13530,5574,501,0,0,178,127,0,127,2023,6,16,4,24,167,2,-0.433883739117558,-0.9009688679024191,1.2246467991473532e-16,-1.0,0.26366549272800704,-0.9646141756912435,1999.6,0.39999999999999997,0.0898815931108719,1.4015748031496063,51,129.0,176.0,120.0,140.0,143.28571428571428,141.28571428571428,141.93333333333334,20.94209704331039,104.0,176.0,3499.3,-499.9000000000001,104.0,74.0,1.0
2023-06-17,B08N5WRWNW,Noise ColorFit Smartwatch,4999.0,3999.2,20,3.9,12515,4716,589,0,1,151,92,0,92,2023,6,17,5,24,168,2,-0.9749279121818236,-0.2225209339563146,1.2246467991473532e-16,-1.0,0.24702218048093552,-0.9690098257244062,999.8000000000002,0.20000000000000004,0.12489397794741307,1.641304347826087,59,127.0,128.0,160.0,117.0,136.28571428571428,141.78571428571428,141.5,15.723806639554441,127.0,124.0,2999.4,999.7999999999997,178.0,-27.0,1.0
2023-06-19,B08N5WRWNW,Noise ColorFit Smartwatch,4999.0,2499.5,50,4.5,8896,9314,1607,0,0,94,94,1,176,2023,6,19,0,25,170,2,0.0,1.0,1.2246467991473532e-16,-1.0,0.21352091543979612,-0.9769384927771817,2499.5,0.5,0.172535967360962,0.5340909090909091,-82,92.0,162.0,118.0,182.0,131.14285714285714,136.92857142857142,140.66666666666666,23.060995724589276,92.0,162.0,3999.2,-1499.6999999999998,151.0,-57.0,1.0
2023-06-21,B08N5WRWNW,Noise ColorFit Smartwatch,4999.0,3999.2,20,4.0,7073,14883,1824,0,0,132,132,1,156,2023,6,21,2,25,172,2,0.9749279121818236,-0.22252093395631434,1.2246467991473532e-16,-1.0,0.1797665857255624,-0.9837092937736097,999.8000000000002,0.20000000000000004,0.12255593630316468,0.8461538461538461,-24,176.0,135.0,125.0,167.0,133.14285714285714,141.07142857142858,140.46666666666667,26.529408659250677,94.0,135.0,2499.5,1499.6999999999998,94.0,38.0,1.0
2023-06-26,B08N5WRWNW,Noise ColorFit Smartwatch,4999.0,2999.4,40,4.3,6922,6905,685,0,0,84,84,1,129,2023,6,26,0,26,177,2,0.0,1.0,1.2246467991473532e-16,-1.0,0.09453674981719912,-0.9955213724144752,1999.6,0.39999999999999997,0.09920347574221579,0.6511627906976745,-45,156.0,154.0,148.0,174.0,136.14285714285714,143.28571428571428,140.1,27.92506980849869,132.0,100.0,3999.2,-999.7999999999997,132.0,-48.0,1.0
2023-06-28,B08N5WRWNW,Noise ColorFit Smartwatch,4999.0,3999.2,20,4.4,10182,4886,817,0,0,136,106,0,106,2023,6,28,2,26,179,2,0.9749279121818236,-0.22252093395631434,1.2246467991473532e-16,-1.0,0.06021327736579302,-0.9981855344718586,999.8000000000002,0.20000000000000004,0.1672124437167417,1.2830188679245282,30,129.0,119.0,162.0,103.0,132.57142857142858,141.92857142857142,138.6,26.838139173305503,84.0,119.0,2999.4,999.7999999999997,84.0,52.0,1.0
2023-06-29,B08N5WRWNW,Noise ColorFit Smartwatch,4999.0,3999.2,20,4.3,13756,4974,565,0,0,102,76,0,76,2023,6,29,3,26,180,2,0.43388373911755823,-0.900968867902419,1.2246467991473532e-16,-1.0,0.04302223300453059,-0.99907411510223,999.8000000000002,0.20000000000000004,0.11359067149175714,1.3421052631578947,26,106.0,129.0,142.0,141.0,130.71428571428572,137.92857142857142,138.7,28.34145541848718,106.0,104.0,3999.2,0.0,136.0,-34.0,1.0
2023-07-01,B08N5WRWNW,Noise ColorFit Smartwatch,4999.0,3499.3,30,3.9,11819,14387,1799,0,1,78,78,1,157,2023,7,1,5,26,182,3,-0.9749279121818236,-0.2225209339563146,-0.4999999999999997,-0.8660254037844388,0.008606996888688698,-0.9999629591162655,1499.6999999999998,0.3,0.12504344199624662,0.4968152866242038,-79,76.0,127.0,176.0,117.0,123.14285714285714,133.21428571428572,136.53333333333333,35.139856627617654,76.0,127.0,3999.2,-499.89999999999964,102.0,-24.0,1.0
2023-07-04,B08N5WRWNW,Noise ColorFit Smartwatch,4999.0,3999.2,20,4.0,5833,9730,1296,0,0,133,130,0,130,2023,7,4,1,27,185,3,0.7818314824680298,0.6234898018587336,-0.4999999999999997,-0.8660254037844388,-0.04302223300453034,-0.99907411510223,999.8000000000002,0.20000000000000004,0.13319630010277492,1.023076923076923,3,157.0,92.0,128.0,165.0,127.42857142857143,131.85714285714286,137.86666666666667,37.44265456604782,78.0,92.0,3499.3,499.89999999999964,78.0,55.0,1.0
2023-07-06,B08N5WRWNW,Noise ColorFit Smartwatch,4999.0,3999.2,20,4.5,10900,13717,1707,0,0,228,157,0,157,2023,7,6,3,27,187,3,0.43388373911755823,-0.900968867902419,-0.4999999999999997,-0.8660254037844388,-0.07738647923346322,-0.9970011699250151,999.8000000000002,0.20000000000000004,0.12444412043449733,1.4522292993630572,71,130.0,176.0,162.0,129.0,132.85714285714286,132.0,136.7,34.05108207496777,130.0,94.0,3999.2,0.0,133.0,95.0,1.0
2023-07-09,B08N5WRWNW,Noise ColorFit Smartwatch,4999.0,2999.4,40,4.2,6553,8969,844,0,1,72,72,1,145,2023,7,9,6,27,190,3,-0.7818314824680299,0.6234898018587334,-0.4999999999999997,-0.8660254037844388,-0.12874817745258066,-0.99167731989929,1999.6,0.39999999999999997,0.09410190656706434,0.496551724137931,-73,157.0,156.0,135.0,175.0,130.14285714285714,131.64285714285714,137.63333333333333,30.62367587030539,157.0,132.0,3999.2,-999.7999999999997,228.0,-156.0,1.0
2023-07-15,B08N5WRWNW,Noise ColorFit Smartwatch,4999.0,3499.3,30,4.1,12056,11549,1315,0,1,194,156,0,156,2023,7,15,5,28,196,3,-0.9749279121818236,-0.2225209339563146,-0.4999999999999997,-0.8660254037844388,-0.23030567023061196,-0.973118337233262,1499.6999999999998,0.3,0.11386267209282189,1.2435897435897436,38,145.0,129.0,154.0,93.0,128.57142857142858,132.35714285714286,136.63333333333333,29.3306275808363,72.0,84.0,2999.4,499.9000000000001,72.0,122.0,1.0
2023-07-17,B08N5WRWNW,Noise ColorFit Smartwatch,4999.0,2999.4,40,4.2,13803,6130,906,0,0,112,112,1,133,2023,7,17,0,29,198,3,0.0,1.0,-0.4999999999999997,-0.8660254037844388,-0.2636654927280072,-0.9646141756912435,1999.6,0.39999999999999997,0.14779771615008155,0.8421052631578947,-21,156.0,106.0,119.0,120.0,132.42857142857142,132.5,138.73333333333332,31.117289635919693,156.0,106.0,3499.3,-499.9000000000001,194.0,-82.0,1.0
2023-07-20,B08N5WRWNW,Noise ColorFit Smartwatch,4999.0,3499.3,30,4.3,12387,7101,589,0,0,114,114,1,119,2023,7,20,3,29,201,3,0.43388373911755823,-0.900968867902419,-0.4999999999999997,-0.8660254037844388,-0.3131070409358267,-0.9497178427914317,1499.6999999999998,0.3,0.08294606393465709,0.957983193277311,-5,133.0,76.0,129.0,169.0,136.28571428571428,133.5,139.16666666666666,28.88894993888545,112.0,76.0,2999.4,499.9000000000001,112.0,2.0,1.0
2023-07-23,B08N5WRWNW,Noise ColorFit Smartwatch,4999.0,3999.2,20,4.1,11904,8769,1219,0,1,97,97,1,123,2023,7,23,6,29,204,3,-0.7818314824680299,0.6234898018587334,-0.4999999999999997,-0.8660254037844388,-0.3617137307297674,-0.9322892131745134,999.8000000000002,0.20000000000000004,0.13901243015167067,0.7886178861788617,-26,119.0,157.0,127.0,160.0,142.42857142857142,132.78571428571428,137.5,15.31727938045947,114.0,78.0,3499.3,499.89999999999964,114.0,-17.0,1.0
2023-07-25,B08N5WRWNW,Noise ColorFit Smartwatch,4999.0,3999.2,20,4.0,8794,13185,1749,0,0,282,148,0,148,2023,7,25,1,30,206,3,0.7818314824680298,0.6234898018587336,-0.4999999999999997,-0.8660254037844388,-0.39359027665646645,-0.9192859697186105,999.8000000000002,0.20000000000000004,0.13265073947667805,1.9054054054054055,134,123.0,130.0,92.0,128.0,137.57142857142858,132.5,136.26666666666668,15.31727938045947,97.0,130.0,3999.2,0.0,97.0,185.0,1.0
2023-07-30,B08N5WRWNW,Noise ColorFit Smartwatch,4999.0,3499.3,30,4.0,13056,8827,841,0,1,93,93,1,118,2023,7,30,6,30,211,3,-0.7818314824680299,0.6234898018587334,-0.4999999999999997,-0.8660254037844388,-0.47115950767386394,-0.8820480249558535,1499.6999999999998,0.3,0.0952758581624561,0.788135593220339,-25,148.0,157.0,176.0,120.0,140.14285714285714,136.5,136.93333333333334,15.345233477408925,148.0,157.0,3999.2,-499.89999999999964,282.0,-189.0,1.0
2023-07-31,B08N5WRWNW,Noise ColorFit Smartwatch,4999.0,3499.3,30,4.0,6294,16373,1965,0,0,302,165,0,165,2023,7,31,0,31,212,3,0.0,1.0,-0.4999999999999997,-0.8660254037844388,-0.4862727071086902,-0.8738071036110807,1499.6999999999998,0.3,0.12001465827887375,1.8303030303030303,137,118.0,145.0,156.0,160.0,134.57142857142858,132.35714285714286,136.86666666666667,15.284601650649867,93.0,72.0,3499.3,0.0,93.0,209.0,1.0
2023-08-05,B08N5WRWNW,Noise ColorFit Smartwatch,4999.0,2499.5,50,4.2,11610,11402,1334,0,1,230,176,0,176,2023,8,5,5,31,217,3,-0.9749279121818236,-0.2225209339563146,-0.8660254037844385,-0.5000000000000004,-0.5595892624101763,-0.828770087174504,2499.5,0.5,0.11699701806700578,1.3068181818181819,54,165.0,156.0,129.0,118.0,137.42857142857142,133.0,137.03333333333333,18.981193700231696,165.0,156.0,3499.3,-999.8000000000002,302.0,-72.0,1.0
2023-08-07,B08N5WRWNW,Noise ColorFit Smartwatch,4999.0,2999.4,40,4.4,13347,7587,572,0,0,281,144,0,144,2023,8,7,0,32,219,3,0.0,1.0,-0.8660254037844385,-0.5000000000000004,-0.5877852522924734,-0.8090169943749472,1999.6,0.39999999999999997,0.07539211809674443,1.9513888888888888,137,176.0,133.0,106.0,125.0,140.28571428571428,136.35714285714286,138.96666666666667,23.26452439312045,176.0,112.0,2499.5,499.9000000000001,230.0,51.0,1.0
2023-08-17,B08N5WRWNW,Noise ColorFit Smartwatch,4999.0,3499.3,30,3.9,14776,5812,564,0,0,189,103,0,103,2023,8,17,3,33,229,3,0.43388373911755823,-0.900968867902419,-0.8660254037844385,-0.5000000000000004,-0.7176769136759615,-0.6963762255968726,1499.6999999999998,0.3,0.09704060564349622,1.8349514563106797,86,144.0,119.0,76.0,148.0,141.85714285714286,139.07142857142858,139.6,23.060995724589276,144.0,114.0,2999.4,499.9000000000001,281.0,-92.0,1.0
2023-08-20,B08N5WRWNW,Noise ColorFit Smartwatch,4999.0,3499.3,30,4.0,12870,6328,741,0,1,82,82,1,124,2023,8,20,6,33,232,3,-0.7818314824680299,0.6234898018587334,-0.8660254037844385,-0.5000000000000004,-0.7526668275320083,-0.6584015846980489,1499.6999999999998,0.3,0.11709860935524652,0.6612903225806451,-42,103.0,123.0,157.0,162.0,139.57142857142858,141.0,138.1,26.27328898873751,103.0,97.0,3499.3,0.0,189.0,-107.0,1.0
2023-08-25,B08N5WRWNW,Noise ColorFit Smartwatch,4999.0,3999.2,20,3.9,13212,12441,1746,0,0,241,128,0,128,2023,8,25,4,34,237,3,-0.433883739117558,-0.9009688679024191,-0.8660254037844385,-0.5000000000000004,-0.8064799463209447,-0.5912614448635782,999.8000000000002,0.20000000000000004,0.14034241620448518,1.8828125,113,124.0,148.0,130.0,142.0,139.71428571428572,138.64285714285714,136.83333333333334,26.170685163074413,82.0,148.0,3499.3,499.89999999999964,82.0,159.0,1.0
2023-08-27,B08N5WRWNW,Noise ColorFit Smartwatch,4999.0,2999.4,40,4.0,11321,10083,1269,0,1,106,106,1,150,2023,8,27,6,34,239,3,-0.7818314824680299,0.6234898018587334,-0.8660254037844385,-0.5000000000000004,-0.8263541987239094,-0.5631507242749187,1999.6,0.39999999999999997,0.1258554001785183,0.7066666666666667,-44,128.0,118.0,157.0,176.0,136.85714285714286,138.5,136.36666666666667,26.20705103229902,128.0,93.0,3999.2,-999.7999999999997,241.0,-135.0,1.0
2023-09-01,B08N5WRWNW,Noise ColorFit Smartwatch,4999.0,3999.2,20,4.2,9912,14466,1567,0,0,238,149,0,149,2023,9,1,4,35,244,3,-0.433883739117558,-0.9009688679024191,-1.0,-1.8369701987210297e-16,-0.8717063187093217,-0.4900286664290594,999.8000000000002,0.20000000000000004,0.10832296419189824,1.5973154362416107,89,150.0,165.0,145.0,128.0,141.42857142857142,138.0,135.5,25.138663070107413,106.0,165.0,2999.4,999.7999999999997,106.0,132.0,1.0
2023-09-09,B08N5WRWNW,Noise ColorFit Smartwatch,4999.0,3499.3,30,4.2,9143,5096,710,0,1,129,108,0,108,2023,9,9,5,36,252,3,-0.9749279121818236,-0.2225209339563146,-1.0,-1.8369701987210297e-16,-0.9307239310379793,-0.3657225234972692,1499.6999999999998,0.3,0.13932496075353218,1.1944444444444444,21,149.0,176.0,156.0,162.0,139.14285714285714,138.28571428571428,136.2,23.29827297911854,149.0,176.0,3999.2,-499.89999999999964,238.0,-109.0,1.0
2023-09-10,B08N5WRWNW,Noise ColorFit Smartwatch,4999.0,2999.4,40,4.4,14379,8570,1239,0,1,184,139,0,139,2023,9,10,6,36,253,3,-0.7818314824680299,0.6234898018587334,-1.0,-1.8369701987210297e-16,-0.9368813462954315,-0.34964745525122826,1999.6,0.39999999999999997,0.14457409568261376,1.3237410071942446,45,108.0,144.0,133.0,135.0,129.42857142857142,134.85714285714286,134.4,19.18208489587047,108.0,144.0,3499.3,-499.9000000000001,129.0,55.0,1.0
2023-09-13,B08N5WRWNW,Noise ColorFit Smartwatch,4999.0,3999.2,20,3.8,12162,9615,1209,0,0,116,116,1,133,2023,9,13,2,37,256,3,0.9749279121818236,-0.22252093395631434,-1.0,-1.8369701987210297e-16,-0.9536809966304455,-0.300819807635668,999.8000000000002,0.20000000000000004,0.12574102964118564,0.8721804511278195,-17,139.0,103.0,119.0,154.0,128.71428571428572,135.28571428571428,134.53333333333333,18.63432572534076,139.0,103.0,2999.4,999.7999999999997,184.0,-68.0,1.0
2023-09-18,B08N5WRWNW,Noise ColorFit Smartwatch,4999.0,3999.2,20,4.3,15613,5222,704,0,0,131,96,0,96,2023,9,18,0,38,261,3,0.0,1.0,-1.0,-1.8369701987210297e-16,-0.9760105506323682,-0.21772323039653224,999.8000000000002,0.20000000000000004,0.1348142474147836,1.3645833333333333,35,133.0,124.0,123.0,119.0,133.0,136.28571428571428,133.83333333333334,14.787382008545935,116.0,82.0,3999.2,0.0,116.0,15.0,1.0
2023-09-19,B08N5WRWNW,Noise ColorFit Smartwatch,4999.0,2499.5,50,3.9,6472,13673,1593,0,0,250,182,0,182,2023,9,19,1,38,262,3,0.7818314824680298,0.6234898018587336,-1.0,-1.8369701987210297e-16,-0.9796136916454901,-0.20089055513063528,2499.5,0.5,0.11650698456812697,1.3736263736263736,68,96.0,128.0,148.0,129.0,129.0,134.35714285714286,133.06666666666666,20.36336579906838,96.0,128.0,3999.2,-1499.6999999999998,131.0,119.0,1.0
2023-10-24,B08N5WRWNW,Noise ColorFit Smartwatch,4999.0,3999.2,20,4.1,14809,7907,782,0,0,155,94,0,94,2023,10,24,1,43,297,4,0.7818314824680298,0.6234898018587336,-0.8660254037844386,0.5000000000000001,-0.9209712877166347,0.38963044953078774,999.8000000000002,0.20000000000000004,0.0988997091185026,1.648936170212766,61,182.0,150.0,118.0,127.0,136.71428571428572,136.78571428571428,134.83333333333334,28.517329735409955,182.0,106.0,2499.5,1499.6999999999998,250.0,-95.0,1.0
2023-10-27,B08N5WRWNW,Noise ColorFit Smartwatch,4999.0,3999.2,20,4.5,7697,9507,1867,0,0,73,73,1,114,2023,10,27,4,43,300,4,-0.433883739117558,-0.9009688679024191,-0.8660254037844386,0.5000000000000001,-0.8996308696522434,0.4366512319560638,999.8000000000002,0.20000000000000004,0.19638161354791206,0.6403508771929824,-41,94.0,149.0,165.0,92.0,128.71428571428572,135.07142857142858,133.73333333333332,31.83140108820371,94.0,149.0,3999.2,0.0,155.0,-82.0,1.0
2023-11-02,B08N5WRWNW,Noise ColorFit Smartwatch,4999.0,2499.5,50,4.2,15016,31606,6305,1,0,574,397,0,397,2023,11,2,3,44,306,4,0.43388373911755823,-0.900968867902419,-0.5000000000000004,0.8660254037844384,-0.8498170915275277,0.5270777086423724,2499.5,0.5,0.19948743909384295,1.4458438287153652,177,114.0,108.0,176.0,176.0,123.71428571428571,131.42857142857142,134.46666666666667,30.84755141938221,73.0,108.0,3999.2,-1499.6999999999998,73.0,501.0,1.0
2023-11-09,B08N5WRWNW,Noise ColorFit Smartwatch,4999.0,1999.6,60,4.0,7765,16908,2575,1,0,478,317,0,317,2023,11,9,3,45,313,4,0.43388373911755823,-0.900968867902419,-0.5000000000000004,0.8660254037844384,-0.780295851070776,0.6254105729852457,2999.4,0.6,0.15229477170570144,1.5078864353312302,161,397.0,139.0,144.0,156.0,165.0,147.21428571428572,141.83333333333334,106.62707598604275,397.0,139.0,2499.5,-499.9000000000001,574.0,-96.0,1.0
2023-11-12,B08N5WRWNW,Noise ColorFit Smartwatch,4999.0,1499.7,70,3.9,12258,14649,2123,1,1,295,295,1,325,2023,11,12,6,45,316,4,-0.7818314824680299,0.6234898018587334,-0.5000000000000004,0.8660254037844384,-0.7469720876965551,0.6648553979642866,3499.3,0.7000000000000001,0.14492456822991331,0.9076923076923077,-30,317.0,133.0,103.0,129.0,190.42857142857142,159.57142857142858,147.2,119.80380787334092,317.0,116.0,1999.6,-499.89999999999986,478.0,-183.0,1.0
2023-11-21,B08N5WRWNW,Noise ColorFit Smartwatch,4999.0,3499.3,30,4.2,14097,12203,1739,0,0,246,136,0,136,2023,11,21,1,47,325,4,0.7818314824680298,0.6234898018587336,-0.5000000000000004,0.8660254037844384,-0.6354323008901775,0.7721565844991641,1499.6999999999998,0.3,0.14250594116200935,1.8088235294117647,110,325.0,96.0,124.0,106.0,217.85714285714286,175.42857142857142,153.73333333333332,126.26879869472712,295.0,96.0,1499.7,1999.6000000000001,295.0,-49.0,1.0
2023-11-24,B08N5WRWNW,Noise ColorFit Smartwatch,4999.0,3499.3,30,4.3,10759,7311,1405,0,0,70,70,1,101,2023,11,24,4,47,328,4,-0.433883739117558,-0.9009688679024191,-0.5000000000000004,0.8660254037844384,-0.594726686960764,0.8039279618328208,1499.6999999999998,0.3,0.1921761728901655,0.693069306930693,-31,136.0,182.0,128.0,76.0,223.57142857142858,176.28571428571428,154.73333333333332,120.61351104921474,136.0,182.0,3499.3,0.0,246.0,-176.0,1.0
2023-11-27,B08N5WRWNW,Noise ColorFit Smartwatch,4999.0,3999.2,20,4.1,10887,11306,1441,0,0,162,129,0,129,2023,11,27,0,48,331,4,0.0,1.0,-0.5000000000000004,0.8660254037844384,-0.5524353131676203,0.8335557718385695,999.8000000000002,0.20000000000000004,0.12745444896515123,1.255813953488372,33,101.0,94.0,150.0,157.0,212.0,174.35714285714286,155.56666666666666,128.86944297750856,70.0,94.0,3499.3,499.89999999999964,70.0,92.0,1.0
2023-11-29,B08N5WRWNW,Noise ColorFit Smartwatch,4999.0,3999.2,20,4.2,13909,15907,1903,0,0,266,167,0,167,2023,11,29,2,48,333,4,0.9749279121818236,-0.22252093395631434,-0.5000000000000004,0.8660254037844384,-0.5234156073655503,0.8520775211013093,999.8000000000002,0.20000000000000004,0.11963286603382159,1.592814371257485,99,129.0,114.0,149.0,130.0,217.0,172.85714285714286,154.63333333333333,124.1195660106281,129.0,73.0,3999.2,0.0,162.0,104.0,1.0
2023-12-06,B08N5WRWNW,Noise ColorFit Smartwatch,4999.0,3499.3,30,4.0,15097,13043,1680,0,0,148,148,1,169,2023,12,6,2,49,340,4,0.9749279121818236,-0.22252093395631434,-2.4492935982947064e-16,1.0,-0.41719360261231697,0.9088176373395028,1499.6999999999998,0.3,0.12880472283983746,0.8757396449704142,-21,167.0,397.0,108.0,157.0,224.57142857142858,174.14285714285714,155.86666666666667,118.26785579474125,167.0,397.0,3999.2,-499.89999999999964,266.0,-118.0,1.0
2023-12-09,B08N5WRWNW,Noise ColorFit Smartwatch,4999.0,3999.2,20,4.0,6260,11593,1536,0,1,83,83,1,127,2023,12,9,5,49,343,4,-0.9749279121818236,-0.2225209339563146,-2.4492935982947064e-16,1.0,-0.3697245428906732,0.9291414114031743,999.8000000000002,0.20000000000000004,0.13249374622617097,0.6535433070866141,-44,169.0,317.0,139.0,145.0,192.0,178.5,156.26666666666668,91.15371632577579,148.0,317.0,3499.3,499.89999999999964,148.0,-65.0,1.0
2023-12-16,B08N5WRWNW,Noise ColorFit Smartwatch,4999.0,3999.2,20,3.9,6721,7682,886,0,1,69,69,1,117,2023,12,16,5,50,350,4,-0.9749279121818236,-0.2225209339563146,-2.4492935982947064e-16,1.0,-0.2553532951161881,0.9668478136052773,999.8000000000002,0.20000000000000004,0.11533454829471491,0.5897435897435898,-48,127.0,325.0,133.0,156.0,164.85714285714286,177.64285714285714,155.66666666666666,74.49480646646583,83.0,295.0,3999.2,0.0,83.0,-14.0,1.0
